اتیولوژی ویروس اسهال ویروسی گاو (BVD) چیست؟,خانواده Flaviviridae و جنس Pestivirus.
چگونه حیوانات مبتلا به عفونت پایدار (PI) در بیماری BVD، ویروس را در محیط پخش می‌کنند؟,این حیوانات دائماً ویروس را در بدن خودشان تکثیر و دفع (Shedding) می‌کنند.
برای تشخیص فرم حاد BVD، از چه نمونه‌هایی می‌توان ویروس را جداسازی کرد؟,از لایه بافی کوت (Buffy coat) خون و یا سواب‌های بینی.
کیت تشخیصی ELISA antigen capture در بیماری BVD، چه زمانی فعالیت می‌کند و حضور چه چیزی را نشان می‌دهد؟,زمانی که حیوان در حال دفع ویروس (Shedding) است و حضور آنتی‌ژن ویروس را نشان می‌دهد.
چرا در فاز نقاهت BVD حاد، دیگر نمی‌توان با کیت ELISA آنتی‌ژن ویروس را تشخیص داد؟,چون با افزایش آنتی‌بادی در خون، ویروس و آنتی‌ژن آن دیگر قابل جداسازی و تشخیص نیستند.
برای تشخیص سرولوژیک فرم حاد BVD از چه روشی استفاده می‌شود؟,از روش گرفتن سرم‌های زوج (Paired Serum) در فاز حاد و فاز نقاهت.
در روش سرم‌های زوج برای تشخیص BVD، افزایش تیتر آنتی‌بادی نشانه چیست؟,نشانه مثبت شدن حیوان و ابتلای اخیر به بیماری است.
چرا در تشخیص حیوانات دارای عفونت پایدار (PI) با BVD، جداسازی ویروس آسان‌تر است؟,چون این حیوانات دائماً ویروس را در خونشان با لود بالا دارند و آنتی‌بادی خنثی‌کننده ندارند.
تست Ear Notch برای تشخیص کدام وضعیت در بیماری BVD به کار می‌رود؟,برای تشخیص حیوانات دارای عفونت پایدار (PI).
برای تأیید قطعی وضعیت عفونت پایدار (PI) در یک حیوان مشکوک به BVD، چه اقدامی ضروری است؟,بایستی تست به فاصله یک ماه دوباره تکرار شود و هر دو نتیجه مثبت باشد.
در کدام شرایط از روش مخلوط کردن نمونه‌ها (Pooling) و تست RT-PCR برای تشخیص BVD استفاده می‌شود؟,برای پیدا کردن حیوانات PI در گله‌ها یا گاوداری‌های با تعداد بالا به منظور صرفه‌جویی در هزینه.
مهم‌ترین اقدام در کنترل و پیشگیری از BVD در مورد حیوانات PI چیست؟,پیدا کردن و حذف کردن حیوانات دارای عفونت پایدار (PI).
در برنامه‌های کنترل BVD، چه اقدامی باید برای تمام گاوهای ماده گله انجام شود؟,تمام گاوهای ماده باید مورد تست BVD قرار بگیرند.
در کنترل BVD، چرا نرهای مورد استفاده در جفت‌گیری باید از نظر سرمی منفی باشند؟,چون ویروس BVD قادر است از طریق جفت‌گیری و تولید جنین (Semen) منتقل شود.
آیا واکسیناسیون علیه BVD، پیشگیری ۱۰۰٪ ایجاد می‌کند؟,خیر، پیشگیری ۱۰۰٪ انجام نمی‌دهد، بلکه تعداد موارد عفونت را کاهش می‌دهد.
استفاده از واکسن BVD در کدام دسته از حیوانات ممنوع است؟,در حیوانات آبستن نباید از واکسن استفاده کرد.
کدام بیماری ضایعات شدیدتری در مقایسه با فرم حاد BVD ایجاد می‌کند؟,بیماری مخاطی یا Mucosal Disease (MD).
اتیولوژی ویروس عامل بیماری زبان آبی (Bluetongue) چیست؟,خانواده Reoviridae و جنس Orbivirus.
ویروس زبان آبی یک _____ است که به وسیله حشرات منتقل می‌شود.,Arbovirus
عامل اصلی انتقال ویروس زبان آبی کدام حشره است؟,پشه‌های خانواده Culicoides.
چرا ویروس زبان آبی تنوع سروتیپی بالایی دارد و هر ساله سروتیپ‌های جدیدی از آن پیدا می‌شود؟,چون ژنوم آن قطعه قطعه (dsRNA) است و می‌تواند دچار بازآرایی ژنتیکی (Reassortment) شود.
ضایعه مشخصه پوزه در گاوهای مبتلا به زبان آبی چه نامیده می‌شود؟,پوزه سوخته (Burnt muzzle) یا پوزه پوسته‌دار (Encrusted muzzle).
بافت هدف اصلی ویروس زبان آبی در بدن میزبان چیست؟,اندوتلیوم عروق خونی.
یافته پاتوگنومونیک (نشانه تشخیصی قطعی) بیماری زبان آبی در کالبدگشایی چیست؟,خونریزی در پایه شریان ریوی (pulmonary artery) روی قلب.
ویروس زبان آبی چه نوع ناهنجاری‌های مادرزادی (Congenital) در جنین ایجاد می‌کند؟,سقط جنین، خم شدگی مفاصل (Arthrogryposis)، و ناهنجاری‌های فک (Prognathia/Agnathia).
تا چه مدتی پس از شروع علائم بالینی زبان آبی، ژنوم ویروس با تست RT-PCR در خون قابل ردیابی است؟,تا ۱۸۰ روز.
مهم‌ترین راه انتقال ویروس زبان آبی چیست؟,انتقال فصلی از طریق نیش پشه‌های ناقل (Culicoides).
آیا ایمنی حاصل از یک سروتیپ ویروس زبان آبی، در برابر سایر سروتیپ‌ها محافظت ایجاد می‌کند؟,خیر، ایمنی متقاطع (cross protection) قوی بین سروتیپ‌ها وجود ندارد.
مهم‌ترین اقدام برای کنترل بیماری زبان آبی چیست؟,کنترل حشرات (پشه‌ها) و خشکاندن آب‌های راکد کوچک در اطراف دامداری.
چرا در بسیاری از کشورها برای گاوها واکسن زبان آبی تزریق نمی‌شود؟,چون برای داشتن مجوز صادرات محصولات دامی، گاوها باید از نظر سرمی منفی باشند.
