بیماری تب زودگذر گاوی (BEF) در چه فصولی از سال و به چه علتی ایجاد می‌شود؟,در فصول گرم سال به علت فعالیت حشرات ناقل ایجاد می‌شود.
تب در بیماری BEF چه مشخصه‌ای دارد؟,دوفازی (biphasic) یا سه فازی (triphasic) است.
در موارد شدید بیماری BEF، چه عاملی باعث زمین‌گیری (recumbency) حیوان می‌شود؟,کاهش شدید کلسیم خون که منجر به گرفتگی عضلانی می‌گردد.
چرا زمین‌گیری (recumbency) در گاوهای سنگین وزن مبتلا به BEF می‌تواند منجر به مرگ شود؟,به دلیل وزن زیاد و خوابیدن به یک طرف، نکروز عضلات، زخم بستر و عفونت رخ می‌دهد.
وجود خون تازه (Sanguinous discharge) در مدفوع گاو مبتلا به BEF شدید نشانه چیست؟,نشانه خونریزی از قسمت‌های انتهایی دستگاه گوارش است که در اثر زور زدن برای دفع مدفوع رخ می‌دهد.
در کالبدگشایی گاو مبتلا به BEF، علت شایع مرگ چیست؟,پنومونیای استنشاقی (inhalation pneumonia) ناشی از اشتباه در لوله‌گذاری برای غذا دادن یا عدم رسیدگی (گرسنگی و تشنگی).
یکی از یافته‌های مشخص در کالبدگشایی دستگاه تنفس گاو مبتلا به BEF چیست؟,عقده‌های لنفاوی دستگاه تنفس بسیار متورم هستند و مایعات فیبرینی فراوان دارند.
از نظر هیستوپاتولوژی، مشخصه اصلی بیماری BEF چیست؟,تجمع سلولی اطراف عروق (pre vascular infiltration) که عمدتاً شامل سلول‌های نوتروفیل است.
دو مسئله شاخص در خون که به تشخیص BEF کمک می‌کند، کدامند؟,افزایش نوتروفیل‌ها و کاهش کلسیم خون.
عامل بیماری تب زودگذر گاوی (BEF) چه نوع ویروسی است؟,یک آرورو ویروس (arbovirus) است.
کدام تست هماتولوژی در تشخیص بیماری BEF بسیار مهم است؟,شمارش نوتروفیل‌ها که افزایش قابل توجهی را نشان می‌دهد.
مخزن و ناقل ویروس BEF چه موجوداتی هستند؟,حشراتی مانند پشه‌ها و Culicoides.
روش‌های اصلی پیشگیری و کنترل بیماری BEF چیست؟,استفاده از واکسن و مبارزه با وکتورها (حشرات).
در درمان BEF، تزریق چه ماده‌ای حتمی است؟,تزریق کلسیم گلوکونات.
برای کاهش التهاب در بیماری BEF از چه گروه دارویی استفاده می‌شود؟,داروهای ضد التهاب غیراستروئیدی (NSAIDs) مانند کتوروفن و بوتازون.
عامل بیماری‌های آبله گاوی (Cow Pox) و واکسینیا (Vaccinia) به کدام خانواده و جنس ویروسی تعلق دارند؟,خانواده Poxviridae و جنس Orthopoxvirus.
ویروس واکسینیا (Vaccinia) حاصل نوترکیبی کدام دو ویروس است؟,ویروس واکسن آبله انسانی (small pox) و ویروس آبله گاوی (Cow Pox).
بیماری‌های Cow Pox و Vaccinia چه ویژگی مشترکی از نظر انتقال به انسان دارند؟,هر دو بیماری زئونوز (مشترک بین انسان و حیوان) هستند.
ضایعات پوستی در بیماری‌های Cow Pox و Vaccinia به چه صورت هستند؟,ابتدا وزیکول (تاول) ایجاد شده که پاره می‌شود و به صورت دلمه یا پوسته‌های خشک درمی‌آید.
روش اصلی انتقال ویروس‌های آبله گاوی و واکسینیا چیست؟,از طریق خراش‌های پوستی و روش‌های مکانیکی (دست انسان، وسیله شیردوشی، حشرات).
روش‌های اصلی پیشگیری و کنترل آبله گاوی چیست؟,ضدعفونی کردن موضع و استفاده از پمادهای پستانی و آنتی‌بیوتیک موضعی برای جلوگیری از عفونت باکتریایی.
