بیماری اسهال ویروسی گاوها (BVD) توسط ویروسی از کدام خانواده و جنس ایجاد می‌شود؟,خانواده Flaviviridae و جنس Pestivirus.
ساختار ژنوم ویروس BVD چیست؟,یک مولکول RNA تک رشته‌ای با حس مثبت (positive sense) است.
آیا ویروس BVD پوشش‌دار (envelope) است؟,بله، این ویروس دارای پوشش (envelope) است و به همین دلیل حالت چندشکلی (pleomorphic) دارد.
ویروس BVD به دلیل نرخ بالای _____، می‌تواند تعداد زیادی سویه مختلف ایجاد کند.,موتاسیون
بیماری BVD اولین بار در چه سالی تشخیص داده شد و در ابتدا با کدام بیماری اشتباه گرفته می‌شد؟,در سال ۱۹۴۶ تشخیص داده شد و به دلیل شباهت برخی علائم، گمان می‌کردند طاعون گاوی باشد.
میزان واگیری و مرگ‌ومیر در بیماری BVD چگونه توصیف می‌شود؟,میزان واگیری (morbidity) بالا و میزان مرگ‌ومیر (mortality) پایین است.
شایع‌ترین شکل بیماری BVD در گله کدام است؟,حالت تحت بالینی (subclinical) که بیش از ۹۰ درصد موارد را شامل می‌شود و علامتی ندارد.
ویروس BVD دارای چند ژنوتایپ اصلی است و کدام یک شدت بیماری بیشتری ایجاد می‌کند؟,دو ژنوتایپ (۱ و ۲) دارد و ژنوتایپ ۲ شدت بیماری بیشتری ایجاد می‌کند.
دو بیوتایپ ویروس BVD بر اساس اثرشان در کشت سلولی کدامند؟,سایتوپاتیک (Cytopathic - cp) و نان-سایتوپاتیک (Non-cytopathic - ncp).
بیوتایپ سایتوپاتیک (cp) ویروس BVD چه اثری در کشت سلولی دارد؟,می‌تواند اثرات تخریبی روی سلول‌ها (CPE) در محیط کشت به جای بگذارد.
آیا بین سایتوپاتوژن بودن ویروس BVD و شدت بیماری در حیوان ارتباط مستقیمی وجود دارد؟,خیر، ارتباط مستقیمی بین این دو وجود ندارد.
دو فرم بالینی اصلی بیماری ناشی از ویروس BVD کدامند؟,BVD (فرم حاد، هموراژیک، تنفسی، تولیدمثلی) و MD (بیماری موکوزال).
میزبان اصلی ویروس BVD کدام حیوان است؟,گاو میزبان اصلی است.
مخزن و منبع اصلی انتشار ویروس BVD در طبیعت چیست؟,حیوانات با عفونت پایدار (Persistent Infection - PI).
ویژگی اصلی حیوانات مبتلا به عفونت پایدار (PI) چیست؟,این حیوانات ویروس را به میزان بسیار زیاد و به طور مداوم در بدن خود تکثیر و دفع می‌کنند، در حالی که ممکن است کاملاً سالم به نظر برسند.
کدام یک از عوامل زیر در انتقال و شدت بیماری BVD در یک گله مؤثر است: حدت سویه، ساختار دامداری، وضعیت ایمنی گله یا استرس؟,همه این موارد در انتقال و شدت بیماری مؤثر هستند.
عفونت حاد کلاسیک BVD بیشتر در گوساله‌های چه سنی رخ می‌دهد؟,بیشتر در گوساله‌های ۶ تا ۲۴ ماهه رخ می‌دهد.
علائم عفونت حاد کلاسیک BVD شامل چه مواردی است؟,تب، بی‌اشتهایی، ضایعات دهانی (erosions)، کاهش لنفوسیت‌ها (leukopenia) و گاهی اسهال.
مشخصه اصلی سندروم هموراژیک ناشی از BVD چیست؟,کاهش شدید پلاکت‌ها (Thrombocytopenia) که منجر به خونریزی می‌شود.
نقش ویروس BVD به تنهایی در ایجاد بیماری‌های تنفسی گاو چیست؟,این ویروس به تنهایی عامل ضعیفی در ایجاد بیماری تنفسی است اما در کمپلکس بیماری تنفسی گاوان (BRD) نقش دارد.
عفونت گاو آبستن با ویروس BVD در کمتر از ۵۰ روزگی آبستنی چه پیامدی دارد؟,مرگ جنین (Embryonic death) و جذب آن بدون مشاهده سقط.
عفونت گاو آبستن با ویروس BVD بین روزهای ۵۰ تا ۱۰۰ آبستنی می‌تواند منجر به چه پیامدهایی شود؟,سقط جنین (Abortion) یا ایجاد گوساله با عفونت پایدار (PI) و تولرانس ایمنی.
چرا عفونت جنین بین روزهای ۵۰ تا ۱۰۰ آبستنی منجر به ایجاد تولرانس ایمنی می‌شود؟,چون ویروس قبل از تکامل سیستم ایمنی وارد بدن جنین شده و سیستم ایمنی آن را به عنوان 'خودی' شناسایی می‌کند.
عفونت گاو آبستن با ویروس BVD بین روزهای ۱۰۰ تا ۱۵۰ آبستنی چه پیامدی دارد؟,ناهنجاری‌های مادرزادی (Congenital abnormalities) مانند هیدروسفالی یا هیپوپلازی مخچه.
عفونت گاو آبستن با ویروس BVD پس از روز ۱۸۰ آبستنی چه پیامدی دارد؟,معمولاً منجر به تولد گوساله نرمال می‌شود که در بدن خود علیه ویروس آنتی‌بادی تولید کرده است.
بیماری موکوزال (Mucosal Disease - MD) پیامد عفونت در کدام دسته از حیوانات است؟,پیامد عفونت در حیواناتی است که از قبل دچار عفونت پایدار (PI) بوده‌اند.
بیماری موکوزال (MD) چگونه ایجاد می‌شود؟,در یک حیوان PI، ویروس ncp دچار جهش شده و به ویروس cp تبدیل می‌شود، یا حیوان PI با یک سویه cp از محیط، دچار عفونت ثانویه می‌شود.
میزان مرگ‌ومیر در بیماری موکوزال (MD) چقدر است؟,بسیار شدید و تا ۱۰۰ درصد کشنده است.
علائم بیماری موکوزال (MD) علاوه بر علائم شدید گوارشی، شامل چه موارد مشخصه‌ای است؟,کدورت قرنیه (corneal opacity) و التهاب نوار تاجی سم (Coronitis).
انتقال ویروس BVD از مادر به جنین چه نوع انتقالی نامیده می‌شود؟,انتقال عمودی (Vertical Transmission).
انتقال ویروس BVD بین حیوانات یک گله از طریق تماس مستقیم یا غیرمستقیم چه نام دارد؟,انتقال افقی (Horizontal Transmission).
چهار راه انتقال افقی ویروس BVD را نام ببرید.,آئروسل (تنفسی)، مدفوعی-دهانی (گوارشی)، وسایل آلوده (سوزن، بطری شیر) و معاینه رکتال با دستکش آلوده.
همانندسازی ویروس BVD در کدام قسمت از سلول میزبان انجام می‌شود؟,در سیتوپلاسم سلول میزبان.
کدام بیوتایپ ویروس BVD گستره سلولی وسیع‌تری در بدن حیوان دارد؟,بیوتایپ نان-پاتوژن (non-pathogen) که می‌تواند سلول‌های سفید، بافت لنفاوی و دستگاه تنفس را درگیر کند.
یکی از اثرات مهم ویروس BVD بر سیستم ایمنی میزبان چیست؟,ایجاد سرکوب ایمنی (Immunosuppression).
