بیماری لکوز گاوی منطقه‌ای (EBL) توسط کدام ویروس ایجاد می‌شود؟,ویروس لکوز گاوی (Bovine Leukemia Virus - BLV).
ویروس عامل لکوز گاوی (BLV) به کدام خانواده ویروسی تعلق دارد؟,خانواده رتروویریده (Retroviridae).
ویروس لکوز گاوی (BLV) در کدام جنس از خانواده رتروویریده طبقه‌بندی می‌شود؟,جنس دلتارتروویروس (Deltaretrovirus).
سلول‌های هدف اصلی ویروس لکوز گاوی (BLV) کدامند؟,لنفوسیت‌ها.
یکی از اثرات ویروس لکوز گاوی روی کشت سلولی، تشکیل سلول‌های بزرگ چندهسته‌ای است که به آن _____ می‌گویند.,Syncytial formation
مقاومت ویروس لکوز گاوی (BLV) در شرایط طبیعی چگونه است؟,بسیار ضعیف است، دوام زیادی ندارد و به راحتی غیرفعال می‌شود.
مهمترین روش انتقال ویروس لکوز گاوی (BLV) چیست؟,انتقال خون یا لنفوسیت‌های آلوده.
چرا استفاده از دستکش مشترک در معاینه رکتال می‌تواند باعث انتقال EBL شود؟,به دلیل احتمال خونریزی جزئی و انتقال لنفوسیت‌های آلوده.
برای پیشگیری از انتقال EBL هنگام شاخ‌بری، کدام روش توصیه می‌شود؟,روش الکتریکال که خونریزی کمتری دارد.
سیاست اصلی برای ریشه‌کن کردن بیماری لکوز گاوی در یک کشور چیست؟,سیاست حذف و کشتار حیوانات سرم مثبت (test and slaughter).
آیا واکسنی برای پیشگیری از لکوز گاوی منطقه‌ای (EBL) وجود دارد؟,خیر، واکسنی برای این بیماری وجود ندارد.
بهترین و حساس‌ترین راه تشخیص ویروس لکوز گاوی (BLV) کدام تست آزمایشگاهی است؟,تست‌های مولکولی مانند PCR.
برای تشخیص proviral DNA ویروس BLV از کدام تست مولکولی استفاده می‌شود؟,تست PCR.
برای تشخیص RNA ویروس BLV از کدام تست مولکولی استفاده می‌شود؟,تست rt-PCR.
رایج‌ترین و بهترین تست سرولوژیک برای تشخیص آنتی‌بادی علیه BLV کدام است؟,تست Agar Gel Immunodiffusion (AGID).
چرا در تشخیص سرولوژیک EBL نیازی به گرفتن نمونه‌های زوج سرمی نیست؟,چون عفونت پایدار (persistent) است و آنتی‌بادی برای تمام عمر در خون حیوان باقی می‌ماند.
در بیماری EBL، تومور در حیوانات با چه سنی معمولاً دیده می‌شود؟,معمولاً در گاوهای بالای سه سال.
اگر تومور در گوساله‌ای زیر ۳۰ ماه دیده شود، آیا به لکوز گاوی (EBL) مربوط است؟,خیر، تومورهای حیوانات جوان به ویروس لکوز گاوی مربوط نیست.
در کدام دو موقعیت آناتومیک، وجود تومور معمولاً به ویروس لکوز گاوی ربط داده نمی‌شود؟,در ناحیه تیموس (thymic form) و در پوست.
ایجاد تومور توسط BLV در قلب چه علامتی می‌تواند ایجاد کند؟,مرگ ناگهانی (حالت فوق حاد).
