عامل بیماری تب برفکی (FMD) از کدام خانواده و جنس ویروسی است؟,خانواده Picornaviridae و جنس Aphthovirus.
واکسن‌های تب برفکی (FMD) مورد استفاده در ایران باید شامل کدام سروتیپ‌ها باشند؟,سروتیپ‌های A، O و Asia 1.
برای پیشگیری از تب برفکی (FMD) در ایران، از چه نوع واکسنی استفاده می‌شود و چرا واکسن زنده مناسب نیست؟,از واکسن کشته استفاده می‌شود، زیرا ویروس FMD موتاسیون بالایی دارد و استفاده از واکسن زنده خطرناک است.
برای کنترل بیماری تب برفکی (FMD)، واکسیناسیون باید هر چند وقت یکبار تکرار شود؟,هر ۶ ماه یکبار، به دلیل کوتاه بودن مدت زمان ایمنی‌زایی (protection).
در کشورهای ریشه‌کن کرده FMD، در صورت وقوع بیماری چه اقدامی انجام می‌شود؟,تمام حیوانات مبتلا، در تماس و سالم در یک شعاع مشخص کشته، سوزانده و دفن می‌شوند.
کدام مواد ضدعفونی کننده برای محیط آلوده به ویروس تب برفکی (FMD) مؤثر هستند؟,هیدروکسید سدیم، کربنات سدیم، وایتکس، آبلیمو، سرکه و آب آهک.
بهترین و سریع‌ترین تست آزمایشگاهی برای تشخیص تب برفکی (FMD) چیست؟,تست مولکولی rt-PCR.
برای جداسازی ویروس تب برفکی (FMD) در آزمایشگاه، از کدام رده‌های سلولی استفاده می‌شود؟,سلول‌های BHK-21 (baby hamster kidneys) و RBK (razi bovine kidney).
کدام تست‌های سرولوژیک برای تشخیص آنتی‌ژن ویروس تب برفکی (FMD) به کار می‌روند؟,تست‌های ELISA یا Neutralization.
عامل بیماری تورم دهان تاولی (VS) از کدام خانواده و جنس ویروسی است؟,خانواده Rhabdoviridae و جنس Vesiculovirus.
دو سروتیپ مهم ویروس تورم دهان تاولی (VS) کدامند؟,سروتیپ‌های New Jersey و Indiana.
کنترل حشرات در پیشگیری از کدام بیماری تاولی دهان گاو اهمیت دارد و چرا؟,تورم دهان تاولی (VS)، زیرا حشراتی مانند پشه خاکی و مگس سیاه به عنوان وکتور عمل می‌کنند.
چرا ویروس تورم دهان تاولی (VS) با مواد ضدعفونی کننده به راحتی از بین می‌رود؟,زیرا این ویروس دارای انولوپ (envelope) است و حساسیت بیشتری دارد.
برای پیشگیری و کنترل تورم دهان تاولی (VS)، علاوه بر واکسیناسیون، چه اقدام مهم دیگری باید انجام داد؟,کنترل حشرات به دلیل نقش آن‌ها به عنوان وکتورهای اصلی بیماری.
در آزمایشگاه، مشاهده ویروس فشنگی شکل زیر میکروسکوپ الکترونی، مشخصه کدام بیماری است؟,تورم دهان تاولی (Vesicular Stomatitis - VS).
برای تشخیص آزمایشگاهی تورم دهان تاولی (VS) از چه روش‌هایی استفاده می‌شود؟,روش‌های ELISA، Neutralization، تست مولکولی rt-PCR با پرایمرهای اختصاصی و مشاهده ویروس با میکروسکوپ الکترونی.
عامل بیماری تب نزله‌ای بدخیم (MCF) از کدام خانواده و زیرخانواده ویروسی است؟,خانواده Herpesviridae و زیرخانواده Gammaherpesvirinae.
دو سویه اصلی ویروس عامل تب نزله‌ای بدخیم (MCF) و مخازن طبیعی آن‌ها را نام ببرید.,1. Alcelaphine Herpesvirus 1 (AHV-1) با مخزن گوزن یالدار (Wildebeest) و 2. Ovine Herpesvirus 2 (OHV-2) با مخزن گوسفند.
چرا برای بیماری تب نزله‌ای بدخیم (MCF) واکسن وجود ندارد؟,زیرا ارتباط مستقیمی بین آنتی‌بادی و ایمنی (protection) وجود ندارد.
مهم‌ترین اصل در پیشگیری و کنترل تب نزله‌ای بدخیم (MCF) چیست؟,جداسازی گاوها (میزبان حساس) از مخازن بیماری مانند گوسفند و گوزن یالدار، به خصوص در زمان زایمان میش‌ها.
چرا ویروس تب نزله‌ای بدخیم (MCF) مقاومت کمی در محیط دارد؟,زیرا یک هرپس ویروس است که بسیار حساس بوده و با نور خورشید و مواد ضدعفونی کننده به سرعت غیرفعال می‌شود.
بهترین و دقیق‌ترین روش آزمایشگاهی برای تشخیص قطعی تب نزله‌ای بدخیم (MCF) چیست؟,تست‌های مولکولی مانند PCR.
چرا جداسازی ویروس تب نزله‌ای بدخیم (MCF) در آزمایشگاه بسیار دشوار است؟,زیرا ویروس به شدت وابسته به سلول (cell-associated) است و نوع گوسفندی آن (OHV-2) اصلاً در کشت سلولی جدا نمی‌شود.
برای انجام تست PCR در تشخیص MCF، چه نمونه‌هایی از حیوان بیمار مناسب هستند؟,نمونه خون حاوی EDTA، طحال، ریه، عقده‌های لنفاوی و غده فوق کلیه.
چرا تست‌های سرولوژیک برای تشخیص MCF قابل اعتماد نیستند؟,زیرا آنتی‌بادی‌ها همیشه در حیوان بیمار افزایش پیدا نمی‌کنند.
ویروس تب برفکی (FMD) یک ویروس _____ است که دارای ژنوم RNA بوده و فاقد پوشش (Naked) می‌باشد.,۲۰ وجهی (Icosahedral)
خسارات غیرمستقیم بیماری تب برفکی (FMD) شامل تأثیر منفی بر _____ است.,صنعت توریسم
میزان واگیری (Morbidity) در بیماری تب برفکی (FMD) بسیار بالا و نزدیک به _____ درصد است، در حالی که میزان مرگ و میر (Mortality) کمتر از ۱ درصد است.,۱۰۰
ویروس تب برفکی (FMD) به شدت به pH _____ حساس است و در pH کمتر از ۶.۵ به سرعت از بین می‌رود.,پایین (اسیدی)
اصلی‌ترین روش انتقال تب برفکی (FMD) از طریق _____ است که به آن قابلیت انتشار در مسافت‌های بسیار طولانی را می‌دهد.,تنفس (airborne)
ضایعه قلبی مشخصه تب برفکی (FMD) در حیوانات جوان که منجر به مرگ می‌شود، _____ نام دارد.,Tiger heart
مهم‌ترین تشخیص افتراقی برای تب برفکی (FMD) در گاو، بیماری _____ است.,تورم دهان تاولی (Vesicular Stomatitis - VS)
